title,publication_date,source,content,url,keywords
AntiBMPNN: Structure‐Guided Graph Neural Networks for Precision Antibody Engineering,2025-12-27,Unknown,"AntiBMPNN: Structure-Guided Graph Neural Networks for Precision Antibody Engineering. Ze-Yu Sun, Ze-Yu Sun College of Pharmacology Sciences, Zhejiang...",https://advanced.onlinelibrary.wiley.com/doi/full/10.1002/advs.202504278&ved=2ahUKEwi-7vHkqt2RAxXsVfEDHfbVOy8QxfQBegQIChAC&usg=AOvVaw0NHpYFYyc5OFMhjiRb1ZvD,structural engineering neural networks
Artificial intelligence in civil engineering: emerging applications and opportunities,2025-12-27,Unknown,Artificial intelligence (AI) is rapidly transforming civil engineering by harnessing vast data streams and advanced computational methods.,https://www.frontiersin.org/journals/built-environment/articles/10.3389/fbuil.2025.1622873/full&ved=2ahUKEwi-7vHkqt2RAxXsVfEDHfbVOy8QxfQBegQICBAC&usg=AOvVaw0Yz2XDOKx6CbsUPQnqmrzo,structural engineering neural networks
"Data-intelligence driven methods for durability, damage diagnosis and performance prediction of concrete structures",2025-12-27,Unknown,A large number of in-service reinforced concrete structures are now entering the mid-to-late stages of their service life. Efficient detection of damage...,https://www.nature.com/articles/s44172-025-00431-4&ved=2ahUKEwi-7vHkqt2RAxXsVfEDHfbVOy8QxfQBegQIAxAC&usg=AOvVaw3C20JMFX7yWXrpxQVvVvp_,structural engineering neural networks
'Bridge doctor' combines imaging and neural network analysis to efficiently evaluate structures' safety,2025-12-27,Unknown,"Newly published research that details how infrared thermography, high-definition imaging and neural network analysis can combine to make concrete bridge...",https://www.engineersireland.ie/News/bridge-doctor-combines-imaging-and-neural-network-analysis-to-efficiently-evaluate-structures-safety&ved=2ahUKEwi-7vHkqt2RAxXsVfEDHfbVOy8QxfQBegQIAhAC&usg=AOvVaw1Cpa4k57Vooq4pFMVvHEXB,structural engineering neural networks
How scientists are fabricating brain-like living tissue from structure to intelligence,2025-12-27,Unknown,"image: Characteristics of brain complex structure, classification of biomanufacturing methods, key points of functional reconstruction, and application...",https://www.eurekalert.org/news-releases/1085198&ved=2ahUKEwi-7vHkqt2RAxXsVfEDHfbVOy8QxfQBegQIBxAC&usg=AOvVaw1QsKewcTF2ahWc4no3szq7,structural engineering neural networks
Accelerating multi-objective optimization of concrete thin shell structures using graph-constrained GANs and NSGA-II,2025-12-27,Unknown,"In architectural and engineering design, minimizing weight, deflection, and strain energy requires navigating complex, non-linear interactions among...",https://www.nature.com/articles/s41598-025-00017-2&ved=2ahUKEwi-7vHkqt2RAxXsVfEDHfbVOy8QxfQBegQIBRAC&usg=AOvVaw1hVliTkIv_4lryTtZVU0Os,structural engineering neural networks
Predicting compressive stress-strain behavior of elasto-plastic porous media via morphology-informed neural networks,2025-12-27,Unknown,"Porous media, ranging from bones to concrete and from batteries to architected lattices, pose difficult challenges in fully harnessing for engineering...",https://www.nature.com/articles/s44172-025-00410-9&ved=2ahUKEwi-7vHkqt2RAxXsVfEDHfbVOy8QxfQBegQIBhAC&usg=AOvVaw2iVcnGK40I06apwV6CNjHM,structural engineering neural networks
Construction of a rodent neural network-skeletal muscle assembloid that simulate the postnatal development of spinal cord motor neuronal network,2025-12-27,Unknown,Our study aimed to construct rodent bioengineered spinal cord neural network-skeletal muscle (NN-SkM) assembloids to elucidate the interactions between spinal...,https://www.nature.com/articles/s41598-025-88292-x&ved=2ahUKEwi-7vHkqt2RAxXsVfEDHfbVOy8QxfQBegQICRAC&usg=AOvVaw3gsugA0LcZrpDG7YeLPwpk,structural engineering neural networks
Robotics for Logistics Automation,2025-12-27,Unknown,"State: Multi-State, USA Revenue: $58,000,000. Category: Robotics (Non-Medical) Listing ID: X-R001. Company Overview PRIME exits® is proud to be the...",https://www.dotmed.com/news/story/65847&ved=2ahUKEwiN47Tlqt2RAxW9RvEDHdTsMnUQxfQBegQIBxAC&usg=AOvVaw0tN9jCvL8A2Dvx-CRXHCU0,structural engineering robotics
Interlaced origami structure enables compact storage and high-strength robotic deployment,2025-12-27,Unknown,"Researchers at the Department of Mechanical Engineering, Seoul National University, have applied the principle of interlacing to an origami-inspired...",https://techxplore.com/news/2025-11-interlaced-origami-enables-compact-storage.html&ved=2ahUKEwiN47Tlqt2RAxW9RvEDHdTsMnUQxfQBegQIARAC&usg=AOvVaw26q2CdMmSnfbI-R8inTgMa,structural engineering robotics
"Kawada Technologies Leads Bridge Construction, Robotics, and Sustainable Infrastructure Innovation",2025-12-27,Unknown,"The Japanese construction industry experienced its first major boom over 50 years ago with the Tokyo Olympics and that has continued until today,...",https://www.theworldfolio.com/interviews/kawada-technologies-leads-bridge-construction-robotics-and-sustainable-infrastructure-innovation/7086/&ved=2ahUKEwiN47Tlqt2RAxW9RvEDHdTsMnUQxfQBegQIChAC&usg=AOvVaw3PYEVCctr8imsuhzFpy7HS,structural engineering robotics
"Bedrock Robotics Excavators Remove 65,000 Cubic Yards of Dirt on Southwest Project",2025-12-27,Unknown,Bedrock Robotics' technology—in a partnership with Sundt Construction—is being used to automate excavators' mass earth removal for site preparation of a...,https://www.enr.com/articles/61982-bedrock-robotics-excavators-remove-65-000-cubic-yards-of-dirt-on-southwest-project&ved=2ahUKEwiN47Tlqt2RAxW9RvEDHdTsMnUQxfQBegQIBBAC&usg=AOvVaw2VUISGKqlrVdsyk3m4_23J,structural engineering robotics
2026 Engineering and Construction Industry Outlook,2025-12-27,Unknown,"In 2026, engineering and construction firms can navigate shifting markets and seize new opportunities by focusing on innovation and resilience.",https://www.deloitte.com/us/en/insights/industry/engineering-and-construction/engineering-and-construction-industry-outlook.html&ved=2ahUKEwiN47Tlqt2RAxW9RvEDHdTsMnUQxfQBegQIBRAC&usg=AOvVaw1_uERPRHKSipyu08jSHCZW,structural engineering robotics
Origami‐Inspired Structural Design for Aquatic‐Terrestrial Amphibious Robots,2025-12-27,Unknown,This work presents a lightweight amphibious origami robot actuated by a single shape memory alloy wire. A rigid foldable origami structure with displacement...,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adrr.202500171&ved=2ahUKEwiN47Tlqt2RAxW9RvEDHdTsMnUQxfQBegQIAhAC&usg=AOvVaw2uAw5R2v7LVJpRAK6EsN86,structural engineering robotics
Construction Robot Market | Global Market Analysis Report - 2035,2025-12-27,Unknown,"Construction Robot Market was worth USD 4.2 billion in 2025, and is predicted to grow to USD 12.1 billion by 2035, with a CAGR of 11.2%.",https://www.factmr.com/report/construction-robot-market&ved=2ahUKEwiN47Tlqt2RAxW9RvEDHdTsMnUQxfQBegQIAxAC&usg=AOvVaw0J3PyIJCXuzjUyVpGZK8O1,structural engineering robotics
Humanoid robots in the construction industry: A future vision,2025-12-27,Unknown,Humanoid robots are still at the pilot stage but could emerge as the solution to the construction sector's productivity problem. How can industry leaders...,https://www.mckinsey.com/industries/engineering-construction-and-building-materials/our-insights/humanoid-robots-in-the-construction-industry-a-future-vision&ved=2ahUKEwiN47Tlqt2RAxW9RvEDHdTsMnUQxfQBegQICRAC&usg=AOvVaw1uNqxk8BrVIEsMszeofRJ7,structural engineering robotics
New spider-like robot ‘Charlotte’ can 3D print a house in 24 hours,2025-12-27,Unknown,Australian robotics engineering startup Crest Robotics and Earthbuilt Technology have developed a semi-autonomous robot named Charlotte that blends robotics...,https://3dprintingindustry.com/news/new-spider-like-robot-charlotte-can-3d-print-a-house-in-24-hours-245043/&ved=2ahUKEwiN47Tlqt2RAxW9RvEDHdTsMnUQxfQBegQICBAC&usg=AOvVaw0tPZ5i07QaErafNAi50SKO,structural engineering robotics
Spider-like construction robot promises to build a home per day,2025-12-27,Unknown,"Construction robots have been around for a while, automating challenging tasks on job sites. The new kid on this block is called Charlotte, and it's billed...",https://newatlas.com/robotics/crest-earthbuilt-charlotte-construction-robot/&ved=2ahUKEwiN47Tlqt2RAxW9RvEDHdTsMnUQxfQBegQIBhAC&usg=AOvVaw1-CszpnRDxgQbBg7MaQB3z,structural engineering robotics
Structural Engineering Firm,2025-12-27,Unknown,"State: California Revenue: $7,500,000. Category: Engineering Firms (non-medical) Listing ID: CA-E001.",https://www.dotmed.com/news/story/65851&ved=2ahUKEwium-7lqt2RAxUkR_EDHRSnBbEQxfQBegQIARAC&usg=AOvVaw2DTfChc1vZTd8jzaqLO-cD,structural engineering automation
Food Processing Automation Integrator,2025-12-27,Unknown,"Revenue: $75,000,000. Category: Automation(Non-Medical) Listing ID: X-A001. Company Overview PRIME exits® is proud to be the exclusive representative of a...",https://www.dotmed.com/news/story/65849&ved=2ahUKEwium-7lqt2RAxUkR_EDHRSnBbEQxfQBegQIBRAC&usg=AOvVaw29AbP-oF9ZyU6C0XpOfKu7,structural engineering automation
Robotics for Logistics Automation,2025-12-27,Unknown,"State: Multi-State, USA Revenue: $58,000,000. Category: Robotics (Non-Medical) Listing ID: X-R001. Company Overview PRIME exits® is proud to be the...",https://www.dotmed.com/news/story/65847&ved=2ahUKEwium-7lqt2RAxUkR_EDHRSnBbEQxfQBegQIChAC&usg=AOvVaw2x7VgDXm1DmIT19cObqwvH,structural engineering automation
Unlimited Industries raises $12 million to build AI construction company to ‘power America’s future’,2025-12-27,Unknown,Unlimited Industries has raised $12 million in seed funding to build an AI-native construction company focused on accelerating US infrastructure.,https://roboticsandautomationnews.com/2025/12/03/unlimited-industries-raises-12-million-to-build-ai-construction-company-to-power-americas-future/97306/&ved=2ahUKEwium-7lqt2RAxUkR_EDHRSnBbEQxfQBegQIBhAC&usg=AOvVaw1yQ0gDG_-vuENDJTJUZGtG,structural engineering automation
Top 10 Finite Element Analysis Software Companies For 2025,2025-12-27,Unknown,"Finite Element Analysis (FEA) software plays a pivotal role in modern engineering design and simulation, enabling precise modeling of complex structures,...",https://www.kingsresearch.com/blog/top-10-finite-element-analysis-software-companies-2024&ved=2ahUKEwium-7lqt2RAxUkR_EDHRSnBbEQxfQBegQIAhAC&usg=AOvVaw0qClhFnMah_9kKYWeTODVn,structural engineering automation
Cost-benefit analysis of automating modular construction manufacturing for affordable housing,2025-12-27,Unknown,"The potential of modular construction to deliver affordable housing can be enhanced through automation. However, high upfront investment for automation...",https://www.frontiersin.org/journals/built-environment/articles/10.3389/fbuil.2025.1713686/full&ved=2ahUKEwium-7lqt2RAxUkR_EDHRSnBbEQxfQBegQICRAC&usg=AOvVaw2PVUrMczeh3dfutiWQC50d,structural engineering automation
Spacial scoops $10M to disrupt residential construction with engineering automation,2025-12-27,Unknown,"The company just secured $10 million in seed funding led by TLV Partners, with participation from Mango Capital, Re Angels, and HTV, aiming to expand AI...",https://techfundingnews.com/spacial-raises-10m-ai-automates-residential-engineering/&ved=2ahUKEwium-7lqt2RAxUkR_EDHRSnBbEQxfQBegQIBxAC&usg=AOvVaw11JietfJ_g0NAdp8F3ysAQ,structural engineering automation
"ALLPLAN’s 2026 Releases: Transforming the Project Lifecycle with Intelligent Workflows, Automation, and Sustainable Design",2025-12-27,Unknown,"Driving productivity, accuracy, and collaboration from Design to BuildMunich, October 15, 2025 – ALLPLAN, the global provider of BIM solutions for the AEC.",https://www.mynewsdesk.com/de/allplan/pressreleases/allplans-2026-releases-transforming-the-project-lifecycle-with-intelligent-workflows-automation-and-sustainable-design-3410544&ved=2ahUKEwium-7lqt2RAxUkR_EDHRSnBbEQxfQBegQICBAC&usg=AOvVaw2EAQltihgl9lzq4tWeyR0E,structural engineering automation
“What unites these projects is the engineering challenge behind them”,2025-12-27,Unknown,"As the specialized division of Spain's ACOM Agrocomponentes, ACOM Lab has spent decades designing and building advanced infrastructure that supports...",https://www.mmjdaily.com/article/9762498/what-unites-these-projects-is-the-engineering-challenge-behind-them/&ved=2ahUKEwium-7lqt2RAxUkR_EDHRSnBbEQxfQBegQIBBAC&usg=AOvVaw2bPC9CFHCJSHf-21jO4NeB,structural engineering automation
Which Engineering Branch Has the Best Future Prospects,2025-12-27,Unknown,"Discover Which Engineering Branch is Best For Future! Explore top career options, emerging technologies, and industry demand to make the right choice.",https://www.lpu.in/blog/which-engineering-branch-is-best-for-future/&ved=2ahUKEwium-7lqt2RAxUkR_EDHRSnBbEQxfQBegQIAxAC&usg=AOvVaw1LA-HT4xGY2p3Qr3_z7TgU,structural engineering automation
A comparative machine and deep learning approach for predicting ultimate bearing capacity of shallow foundations in cohesionless soil,2025-12-27,Unknown,"This study developed a Python-based framework to predict the ultimate bearing capacity of shallow foundations on cohesionless soil, employing machine...",https://www.nature.com/articles/s41598-025-22812-7&ved=2ahUKEwiD0a_mqt2RAxU4SvEDHR4wMa0QxfQBegQIBRAC&usg=AOvVaw3N_SlMghE7JHRuGyvV1_4k,geotechnical artificial intelligence
Comparative performance evaluation of machine learning models for predicting the ultimate bearing capacity of shallow foundations on granular soils,2025-12-27,Unknown,Accurate estimation of the ultimate bearing capacity (UBC) of shallow foundations is critical for safe and economical geotechnical design.,https://www.nature.com/articles/s41598-025-13926-z&ved=2ahUKEwiD0a_mqt2RAxU4SvEDHR4wMa0QxfQBegQIAhAC&usg=AOvVaw3nvqD2r8N2auWYYtwYvSNT,geotechnical artificial intelligence
Geophysical-machine learning tool developed for continuous subsurface geomaterials characterization,2025-12-27,Unknown,"Thailand's northern regions, characterized by complex geology and active fault systems, experience frequent landslides that threaten both lives and critical...",https://phys.org/news/2025-10-geophysical-machine-tool-subsurface-geomaterials.html&ved=2ahUKEwiD0a_mqt2RAxU4SvEDHR4wMa0QxfQBegQIChAC&usg=AOvVaw07UN4as874-sYzxgcHwNmK,geotechnical artificial intelligence
Hong Kong develops AI-driven landslip warning system with more than 90% accuracy,2025-12-27,Unknown,"New system, to be implemented next year, boosts landslide risk management by combining AI, big data, and real-time rainfall monitoring.",https://www.scmp.com/news/hong-kong/health-environment/article/3328995/hong-kong-develops-ai-driven-landslip-warning-system-more-90-accuracy&ved=2ahUKEwiD0a_mqt2RAxU4SvEDHR4wMa0QxfQBegQIAxAC&usg=AOvVaw3h3nMam4oDKQH4UQ4LH2DC,geotechnical artificial intelligence
2025 GeoTech Awards winners revealed,2025-12-27,Unknown,Winner: Tom Hardman. Project: Low-cost open-source geophysics for smarter ground modelling. Best Use of AI & Machine Learning. Winner: Geprode Consultants.,https://www.geplus.co.uk/news/2025-geotech-awards-winners-revealed-03-10-2025/&ved=2ahUKEwiD0a_mqt2RAxU4SvEDHR4wMa0QxfQBegQICRAC&usg=AOvVaw3jnnykxD_DDVQ4YafJcFO_,geotechnical artificial intelligence
Machine learning sharpens earthquake risk assessment maps for Tokyo,2025-12-27,Unknown,"Tokyo, one of the world's most densely populated megacities, sits on a highly active seismic zone where the threat of major earthquakes is ever-present.",https://phys.org/news/2025-09-machine-sharpens-earthquake-tokyo.html&ved=2ahUKEwiD0a_mqt2RAxU4SvEDHR4wMa0QxfQBegQIBhAC&usg=AOvVaw2CeslzZMMREMsFU5Yo59cc,geotechnical artificial intelligence
GE100 2025: Geotechnical industry braces for growth,2025-12-27,Unknown,"The geotechnical sector continues to anticipate growth in power and water, but skills shortages persist, with AI identified as a key opportunity.",https://www.geplus.co.uk/features/ge100-2025-geotechnical-industry-braces-for-growth-26-09-2025/&ved=2ahUKEwiD0a_mqt2RAxU4SvEDHR4wMa0QxfQBegQIBBAC&usg=AOvVaw2T3T-OR2m-7wZxD1Bh7BG2,geotechnical artificial intelligence
How ground engineers take advantage of automation in delivering real projects,2025-12-27,Unknown,"Oasys' GeoTech 2025 presentation will explore the evolution of geotechnical software, as well as the growing role of automation and AI.",https://www.geplus.co.uk/features/sponsored-content/how-ground-engineers-take-advantage-of-automation-in-delivering-real-projects-24-09-2025/&ved=2ahUKEwiD0a_mqt2RAxU4SvEDHR4wMa0QxfQBegQIARAC&usg=AOvVaw3Ya8CA3xb6pJtei14DVU-N,geotechnical artificial intelligence
Three case studies show AI in practice within geotechnical engineering,2025-12-27,Unknown,This approach has been found to work well for geotechnical problems with limited non-linearity. Machine learning enables the various combinations of input...,https://www.geplus.co.uk/features/artificial-intelligence-in-practice-geotechnical-engineering-23-09-2025/&ved=2ahUKEwiD0a_mqt2RAxU4SvEDHR4wMa0QxfQBegQIBxAC&usg=AOvVaw3OwDpXY0p_TU_V4E20kdUy,geotechnical artificial intelligence
‘Challenges and chances for the geotechnical sector’,2025-12-27,Unknown,"With longstanding challenges such as skills shortages and regulatory delays, alongside emerging opportunities in AI and sustainable construction,...",https://www.geplus.co.uk/opinion/challenges-and-chances-for-the-geotechnical-sector-12-09-2025/&ved=2ahUKEwiD0a_mqt2RAxU4SvEDHR4wMa0QxfQBegQICBAC&usg=AOvVaw1Sp-a2CjIZ26CrcAnNYhZ-,geotechnical artificial intelligence
"Post-Doctoral Associate in Sand Hazards and Opportunities in Resilience, Energy, and Sustainability",2025-12-27,Unknown,"Post-Doctoral Associate in Sand Hazards and Opportunities in Resilience, Energy, and Sustainability job in Abu Dhabi, United Arab Emirates with NEW YORK...",https://www.timeshighereducation.com/unijobs/listing/404033/post-doctoral-associate-in-sand-hazards-and-opportunities-in-resilience-energy-and-sustainability/&ved=2ahUKEwiFzOnmqt2RAxW-RPEDHbBKHnwQxfQBegQIBBAC&usg=AOvVaw1-l0tzKVA3YBkG3JphtFQW,geotechnical machine learning
Advanced machine learning techniques for predicting dump slope stability in Indian opencast coal mines,2025-12-27,Unknown,"The majority of India's coal is mined using opencast methods, which causes more waste dumps to be formed and stability problems. There is a higher chance of...",https://www.nature.com/articles/s41598-025-24680-7&ved=2ahUKEwiFzOnmqt2RAxW-RPEDHbBKHnwQxfQBegQIBhAC&usg=AOvVaw2LrdFu_BtC58RHseXYnKbX,geotechnical machine learning
A comparative machine and deep learning approach for predicting ultimate bearing capacity of shallow foundations in cohesionless soil,2025-12-27,Unknown,"This study developed a Python-based framework to predict the ultimate bearing capacity of shallow foundations on cohesionless soil, employing machine...",https://www.nature.com/articles/s41598-025-22812-7&ved=2ahUKEwiFzOnmqt2RAxW-RPEDHbBKHnwQxfQBegQIChAC&usg=AOvVaw1pw7RM_tMd2Ldcvh4VqEGM,geotechnical machine learning
Comparative performance evaluation of machine learning models for predicting the ultimate bearing capacity of shallow foundations on granular soils,2025-12-27,Unknown,Accurate estimation of the ultimate bearing capacity (UBC) of shallow foundations is critical for safe and economical geotechnical design.,https://www.nature.com/articles/s41598-025-13926-z&ved=2ahUKEwiFzOnmqt2RAxW-RPEDHbBKHnwQxfQBegQICBAC&usg=AOvVaw2tqz7Fjg0hhWYV1_UyHpuU,geotechnical machine learning
Geophysical-machine learning tool developed for continuous subsurface geomaterials characterization,2025-12-27,Unknown,"Thailand's northern regions, characterized by complex geology and active fault systems, experience frequent landslides that threaten both lives and critical...",https://phys.org/news/2025-10-geophysical-machine-tool-subsurface-geomaterials.html&ved=2ahUKEwiFzOnmqt2RAxW-RPEDHbBKHnwQxfQBegQIARAC&usg=AOvVaw1V4vKNmdyE2yzQnPNw90_W,geotechnical machine learning
Bayesian deep reinforcement learning for uncertainty quantification and adaptive support optimization in deep foundation pit engineering,2025-12-27,Unknown,This study develops a novel framework integrating Bayesian inference with deep reinforcement learning for uncertainty quantification and adaptive support...,https://www.nature.com/articles/s41598-025-19002-w&ved=2ahUKEwiFzOnmqt2RAxW-RPEDHbBKHnwQxfQBegQIBxAC&usg=AOvVaw1nU-dBPRQX1sLFhlPLIIYD,geotechnical machine learning
Assessment of unconfined compressive strength of nano-doped fly ash-treated clayey soil using machine learning tools,2025-12-27,Unknown,This study presents a comparative framework for evaluating the predictive performance of four machine learning models namely Gradient Boosting Machine (GBM)...,https://www.nature.com/articles/s41598-025-05401-6&ved=2ahUKEwiFzOnmqt2RAxW-RPEDHbBKHnwQxfQBegQICRAC&usg=AOvVaw2RWQ1WoEHryTeVcy3kH6oQ,geotechnical machine learning
Machine learning sharpens earthquake risk assessment maps for Tokyo,2025-12-27,Unknown,"Tokyo, one of the world's most densely populated megacities, sits on a highly active seismic zone where the threat of major earthquakes is ever-present.",https://phys.org/news/2025-09-machine-sharpens-earthquake-tokyo.html&ved=2ahUKEwiFzOnmqt2RAxW-RPEDHbBKHnwQxfQBegQIAhAC&usg=AOvVaw0j26JUlaN-S10eVIgB8wm6,geotechnical machine learning
Ground engineering: What’s on in October 2025 and beyond,2025-12-27,Unknown,Ground Engineering's monthly round-up of events from across the geotechnical sector includes the GeoTech 2025 conference and awards.,https://www.geplus.co.uk/news/ground-engineering-whats-on-in-october-2025-and-beyond-29-09-2025/&ved=2ahUKEwiFzOnmqt2RAxW-RPEDHbBKHnwQxfQBegQIBRAC&usg=AOvVaw1r9SxGKNafqL26hhafPMuB,geotechnical machine learning
Three case studies show AI in practice within geotechnical engineering,2025-12-27,Unknown,"Three case studies demonstrate how geotechnical engineers are using artificial intelligence (AI) for design, analysis and information management.",https://www.geplus.co.uk/features/artificial-intelligence-in-practice-geotechnical-engineering-23-09-2025/&ved=2ahUKEwiFzOnmqt2RAxW-RPEDHbBKHnwQxfQBegQIAxAC&usg=AOvVaw3nZz5c9tdaJ63CcrOIKEmS,geotechnical machine learning
Sydney Centre in Geomechanics and Mining Materials,2025-12-27,Unknown,"The Sydney Centre in Geomechanics and Mining Materials is a world leader in geomechanics, geotechnical engineering and granular mechanics. See our research.",https://www.sydney.edu.au/engineering/our-research/research-centres-and-institutes/sydney-centre-in-geomechanics-and-mining-materials.html&ved=2ahUKEwiHjKznqt2RAxWaBdsEHfB4FacQxfQBegQIAhAC&usg=AOvVaw2WG53i-1HZUXJPuthkUJxO,geotechnical computer vision
Datarock announces beta launch of chip imagery system,2025-12-27,Unknown,"Datarock has announced the beta launch of Datarock Chip, a first of its kind machine learning system that extracts data from imagery.",https://www.australianmining.com.au/datarock-announces-beta-launch-of-chip-imagery-system/&ved=2ahUKEwiHjKznqt2RAxWaBdsEHfB4FacQxfQBegQIBBAC&usg=AOvVaw34LjmRMf-cPUWBz0t4JVWC,geotechnical computer vision
Datarock announces the beta launch of Datarock Chip,2025-12-27,Unknown,"Datarock has announced the beta launch of Datarock Chip, a first of its kind machine learning system that extracts structured geological data from RC and...",https://miningmagazine.com.au/datarock-announces-the-beta-launch-of-datarock-chip/&ved=2ahUKEwiHjKznqt2RAxWaBdsEHfB4FacQxfQBegQIChAC&usg=AOvVaw3Kz_UJ4HGcnl-DFgcEOhqe,geotechnical computer vision
"Datarock, Mining One and Cavroc forge strategic alliance to deliver next-generation mining insights",2025-12-27,Unknown,"Datarock, Mining One and Cavroc have entered into a strategic alliance aimed at helping mining companies better connect data to decisions by uniting machine...",https://miningmagazine.com.au/datarock-mining-one-and-cavroc-forge-strategic-alliance-to-deliver-next-generation-mining-insights/&ved=2ahUKEwiHjKznqt2RAxWaBdsEHfB4FacQxfQBegQICRAC&usg=AOvVaw1FCePzL0K0wHcGPmHA88Bs,geotechnical computer vision
Triangle scientists work to promote STEM careers for International Day of Women & Girls in Science,2025-12-27,Unknown,"RALEIGH, N.C. (WTVD) -- Two Triangle women with jobs in Science, Technology, Engineering, and Math or STEM careers are working to inspire the next...",https://abc11.com/post/stem-careers-women-in-science-technology/11546627/&ved=2ahUKEwiHjKznqt2RAxWaBdsEHfB4FacQxfQBegQIAxAC&usg=AOvVaw3PtlsPRTtXOCBejrRd0VD-,geotechnical computer vision
"IIT Kanpur GATE Cut Off 2025, Opening and Closing Ranks",2025-12-27,Unknown,The IIT Kanpur GATE Cut Off 2025 is the minimum score required by students to secure their admission to IIT Kanpur in the M. Tech course.,https://www.pw.live/gate/exams/iit-kanpur-gate-cut-off&ved=2ahUKEwiHjKznqt2RAxWaBdsEHfB4FacQxfQBegQICBAC&usg=AOvVaw1WiDqtDvylQoJNo6XxVlVx,geotechnical computer vision
"IIT Roorkee GATE Cut Off 2025, Check Previous Year Cut Off",2025-12-27,Unknown,IIT Roorkee will release the GATE cutoff 2025 on official website soon. Candidates can check the IIT Roorkee Previous Year GATE Cut Off for different...,https://www.pw.live/gate/exams/iit-roorkee-gate-cut-off&ved=2ahUKEwiHjKznqt2RAxWaBdsEHfB4FacQxfQBegQIBhAC&usg=AOvVaw0TnZYH9JAXX9by0Fi2DZaD,geotechnical computer vision
"GATE Cut Off for NITs, Check Previous Year's Cut Off for M.Tech",2025-12-27,Unknown,GATE Cut Off for NITs for 2025 will be released on conclusion of admission process. Candidates can find the previous year's GATE Cut Off for NITs M.Tech...,https://www.pw.live/gate/exams/gate-cut-off-for-nits&ved=2ahUKEwiHjKznqt2RAxWaBdsEHfB4FacQxfQBegQIARAC&usg=AOvVaw124gK4RdxdqWIbE2FN8wy2,geotechnical computer vision
"GATE Civil Engineering Notes 2026, Download Topic-Wise Free PDF",2025-12-27,Unknown,Utilize the GATE Civil Engineering Notes 2026 to excel your preparation for forthcoming exam. Get direct links to download the GATE Civil Notes 2026 PDF for...,https://www.pw.live/gate/exams/gate-civil-engineering-notes&ved=2ahUKEwiHjKznqt2RAxWaBdsEHfB4FacQxfQBegQIBxAC&usg=AOvVaw3ClIXsNYEOeuzjeZ8ToYBD,geotechnical computer vision
"GATE CSE Notes 2026, Subject Wise Comprehensive PDFs",2025-12-27,Unknown,Explore the GATE CSE Notes 2026 in this article to boost your preparation. Access the well-organized GATE Computer Science & Engineering Study Material to...,https://www.pw.live/gate/exams/gate-cse-notes&ved=2ahUKEwiHjKznqt2RAxWaBdsEHfB4FacQxfQBegQIBRAC&usg=AOvVaw3gB4KWSHTTZK43u9f56Bbl,geotechnical computer vision
Evaluation of the accuracy of three design methods for reinforced piled embankments,2025-12-27,Unknown,"The construction of road and railway embankments adheres to strict specifications, particularly regarding stability and limited settlements.",https://www.frontiersin.org/journals/built-environment/articles/10.3389/fbuil.2025.1702362/full&ved=2ahUKEwjs9uTnqt2RAxVlRvEDHSHVJdwQxfQBegQIARAC&usg=AOvVaw0AF5HfRkWgI2O_8Mptd7T5,geotechnical generative AI
Three case studies show AI in practice within geotechnical engineering,2025-12-27,Unknown,"Three case studies demonstrate how geotechnical engineers are using artificial intelligence (AI) for design, analysis and information management.",https://www.geplus.co.uk/features/artificial-intelligence-in-practice-geotechnical-engineering-23-09-2025/&ved=2ahUKEwjs9uTnqt2RAxVlRvEDHSHVJdwQxfQBegQICBAC&usg=AOvVaw3AThKrTv1Dm2maSZXdBmDV,geotechnical generative AI
Climate change impacts on geotechnical infrastructure: role of unsaturated soil mechanics for adaptation,2025-12-27,Unknown,"Climate change has intensified rainfall variability, droughts, and temperature extremes, amplifying the risks of instability and deformation in geotechnical...",https://www.frontiersin.org/journals/built-environment/articles/10.3389/fbuil.2025.1666334/full&ved=2ahUKEwjs9uTnqt2RAxVlRvEDHSHVJdwQxfQBegQIChAC&usg=AOvVaw0qNg9ew1FDboTUlJfhw9p_,geotechnical generative AI
Why AI won’t replace engineers but will empower firms to rethink their approach,2025-12-27,Unknown,"AI is making waves across every sector in the UK right now, and ground engineering is no exception. The key to successfully embracing and implementing AI...",https://aijourn.com/why-ai-wont-replace-engineers-but-will-empower-firms-to-rethink-their-approach/&ved=2ahUKEwjs9uTnqt2RAxVlRvEDHSHVJdwQxfQBegQIBBAC&usg=AOvVaw0gke0Icuo04SGbWyJCnj7E,geotechnical generative AI
Investigating air entrapment in biocemented composites for geotechnical ground improvement,2025-12-27,Unknown,Biocementation is a biomediated ground improvement method that can improve the engineering behavior of granular soils through the precipitation of calcium...,https://www.frontiersin.org/journals/built-environment/articles/10.3389/fbuil.2025.1662269/full&ved=2ahUKEwjs9uTnqt2RAxVlRvEDHSHVJdwQxfQBegQICRAC&usg=AOvVaw2FrMqyNGCfuwM2SdoMAvvq,geotechnical generative AI
